Notes,Five-Year Age Groups,Five-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths
,95-99 years,95-99,2023,2023,"Aug., 2023 ",2023/08,11481
,95-99 years,95-99,2023,2023,"Sep., 2023 ",2023/09,11734
,95-99 years,95-99,2023,2023,"oct., 2023",2023/10,12635
,95-99 years,95-99,2023,2023,"nov., 2023",2023/11,12725
,95-99 years,95-99,2023,2023,"Dec., 2023 ",2023/12,13921
Total,95-99 years,95-99,2023,2023,,,149364
Total,95-99 years,95-99,,,,,462219
,100+ years,100+,2021,2021,"Jan., 2021",2021/01,3802
,100+ years,100+,2021,2021,"Feb., 2021",2021/02,2761
,100+ years,100+,2021,2021,"Mar., 2021",2021/03,2649
,100+ years,100+,2021,2021,"Apr., 2021",2021/04,2439
,100+ years,100+,2021,2021,"May, 2021",2021/05,2384
,100+ years,100+,2021,2021,"Jun., 2021",2021/06,2418
,100+ years,100+,2021,2021,"Jul., 2021",2021/07,2490
,100+ years,100+,2021,2021,"Aug., 2021",2021/08,2771
,100+ years,100+,2021,2021,"Sep., 2021",2021/09,2722
,100+ years,100+,2021,2021,"oct., 2021",2021/10,2920
,100+ years,100+,2021,2021,"nov., 2021",2021/11,2949
,100+ years,100+,2021,2021,"Dec., 2021",2021/12,3191
Total,100+ years,100+,2021,2021,,,33496
,100+ years,100+,2022,2022,"Jan., 2022",2022/01,4022
,100+ years,100+,2022,2022,"Feb., 2022",2022/02,2992
,100+ years,100+,2022,2022,"Mar., 2022",2022/03,2735
,100+ years,100+,2022,2022,"Apr., 2022",2022/04,2658
,100+ years,100+,2022,2022,"May, 2022",2022/05,2827
,100+ years,100+,2022,2022,"Jun., 2022",2022/06,2604
,100+ years,100+,2022,2022,"Jul., 2022",2022/07,2724
,100+ years,100+,2022,2022,"Aug., 2022",2022/08,2716
,100+ years,100+,2022,2022,"Sep., 2022",2022/09,2700
,100+ years,100+,2022,2022,"oct., 2022",2022/10,2905
,100+ years,100+,2022,2022,"nov., 2022",2022/11,3037
,100+ years,100+,2022,2022,"Dec., 2022",2022/12,3525
Total,100+ years,100+,2022,2022,,,35445
,100+ years,100+,2023,2023,"Jan., 2023 ",2023/01,3281
,100+ years,100+,2023,2023,"Feb., 2023 ",2023/02,2858
,100+ years,100+,2023,2023,"Mar., 2023 ",2023/03,2940
,100+ years,100+,2023,2023,"Apr., 2023 ",2023/04,2723
,100+ years,100+,2023,2023,"May, 2023 ",2023/05,2683
,100+ years,100+,2023,2023,"Jun., 2023 ",2023/06,2481
,100+ years,100+,2023,2023,"Jul., 2023 ",2023/07,2568
,100+ years,100+,2023,2023,"Aug., 2023 ",2023/08,2686
,100+ years,100+,2023,2023,"Sep., 2023 ",2023/09,2600
,100+ years,100+,2023,2023,"oct., 2023",2023/10,2789
,100+ years,100+,2023,2023,"nov., 2023",2023/11,2909
,100+ years,100+,2023,2023,"Dec., 2023 ",2023/12,3169
Total,100+ years,100+,2023,2023,,,33687
Total,100+ years,100+,,,,,102628
,Not Stated,NS,2021,2021,"Jan., 2021",2021/01,14
,Not Stated,NS,2021,2021,"Jun., 2021",2021/06,10
,Not Stated,NS,2021,2021,"Jul., 2021",2021/07,10
,Not Stated,NS,2021,2021,"Sep., 2021",2021/09,12
,Not Stated,NS,2021,2021,"Dec., 2021",2021/12,10
Total,Not Stated,NS,2021,2021,,,93
,Not Stated,NS,2022,2022,"Jan., 2022",2022/01,19
,Not Stated,NS,2022,2022,"Feb., 2022",2022/02,11
,Not Stated,NS,2022,2022,"Mar., 2022",2022/03,10
,Not Stated,NS,2022,2022,"Jul., 2022",2022/07,10
,Not Stated,NS,2022,2022,"Aug., 2022",2022/08,10
Total,Not Stated,NS,2022,2022,,,103
,Not Stated,NS,2023,2023,"May, 2023 ",2023/05,12
,Not Stated,NS,2023,2023,"Sep., 2023 ",2023/09,10
Total,Not Stated,NS,2023,2023,,,80
Total,Not Stated,NS,,,,,276
Total,,,,,,,9835052
